kwd_no,키워드명,상품카테고리,리스크 등급,대체키워드,리스크 등급별 세부 심의기준,증빙자료유형,키워드 조회 수(누적카운트),마지막 출력일자,키워드등록일자,키워드등록인,비고,키워드 등록일자
B008,OO 의사가 개발한 화장품,화장품,1등급(사용금지),-,(사용금지),-,0,,,,,
B009,"OO전문가,의사개발",화장품,1등급(사용금지),-,"(사용금지)
< 화장품법 시행규칙 [별표 5] 화장품 표시ㆍ광고의 범위 및 준수사항(제22조 관련) >
2. 화장품 표시ㆍ광고 시 준수사항 
다. 의사ㆍ치과의사ㆍ한의사ㆍ약사ㆍ의료기관 또는 그 밖의 자(할랄화장품, 천연화장품 또는 유기농화장품 등을 인증ㆍ보증하는 기관으로서 
식품의약품안전처장이 정하는 기관은 제외한다)가 이를 지정ㆍ공인ㆍ추천ㆍ지도ㆍ연구ㆍ개발 또는 사용하고 있다는 내용이나
이를 암시하는 등의 표시ㆍ광고를 하지 말 것.
다만, 법 제2조제1호부터 제3호까지의 정의에 부합되는 인체적용시험 결과가 관련 학회 발표 등을 통하여 공인된 경우에는 
그 범위에서 관련 문헌을 인용할 수 있으며, 이 경우 인용한 문헌의 본래 뜻을 정확히 전달하여야 하고, 연구자 성명ㆍ문헌명과 발표연월일을 분명히 밝혀야 한다",-,0,,,,,
B010,Y존케어,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B011,가슴크기,화장품,1등급(사용금지),-,"(사용금지)(가슴발달,가슴커지는,가슴리프팅 등 모두 사용불가)",,0,,,,,
B012,가슴탄력,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B013,가슴확대,화장품,1등급(사용금지),-,"(사용금지)(가슴발달,가슴커지는,가슴리프팅 등 모두 사용불가)",,0,,,,,
B014,건선,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B015,과색소침착증,화장품,1등급(사용금지),-,"(사용금지)(""OO증""과 같은 증상,병명은 사용불가)",,0,,,,,
B016,"관절, 림프선 등 피부 이외 신체 
특정 부위에 사용",화장품,1등급(사용금지),-,(사용금지),,8,2025-12-18 11:56:48,,,,
B017,근육,화장품,1등급(사용금지),-,"(사용금지)(근육문구는 다음의 의미로 사용되지 않도록 각별히 주의바랍니다 (근육이완,근육강화,근육리프팅,근육up,속근육강화,처진근육up 등)",,0,,,,,
B018,근육이완(뭉친근육),화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B019,금지성분무첨가(무함유),화장품,1등급(사용금지),-,(사용금지)(원래사용하면 안되는 성분을 사용하지 않았다거나 함유하지 않았다는 표현은 사용불가.),,3,2025-12-18 11:56:48,,,,
B020,기저귀발진,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B021,날씬하게,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B022,내분비,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B023,노인소양증,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B024,눈썹이 자라는,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B025,다이어트,화장품,1등급(사용금지),-,"(사용금지)(체지방감소,분해 등 신체개선 관련표현 모두 사용불가)",,0,,,,,
B026,대머리,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B027,더 가벼워진 몸,화장품,1등급(사용금지),-,"(사용금지)(체지방감소,분해 등 신체개선 관련표현 모두 사용불가)",,5,2025-12-15 13:50,,,,
B028,동물시험반대,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B029,드럭,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B030,레이저(효과),화장품,1등급(사용금지),-,(사용금지),,11,2025-12-19 14:18:13,,,,
B031,림프선,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B032,먹을 수 있는,화장품,1등급(사용금지),-,(사용금지),,8,2025-12-18 11:56:48,,,,
B033,메디슨,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B034,면역,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B035,명현현상,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B036,모공 수 개선,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B037,모공각화증,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B038,모근(모낭)강화,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B039,모낭충,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B040,모발성장,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B041,몸매(개선),화장품,1등급(사용금지),-,(사용금지),,2,2025-12-18 11:56:56,,,,
B042,바이러스,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B043,박테리아,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B044,반흔제거,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B045,발모,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B046,발진,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B047,버짐,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B048,병균,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B049,보톡스(BOTOX),화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B050,부작용이 없는,화장품,1등급(사용금지),-,(사용금지),,5,2025-12-15 13:50,,,,
B051,부종(완화),화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B052,비염,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B053,뻐근함,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B054,사각턱 완화,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B055,살균,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B056,상처(완화/제거),화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B057,상피세포 성장,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B058,새살 크림,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B059,성 윤활작용,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B060,성 윤활제,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B061,성생활,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B062,성장촉진,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B063,세포성장,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B064,세포재생,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B065,세포활력,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B066,세포활성화,화장품,1등급(사용금지),-,"(사용금지)(세포,DNA활성화 등의 문구 사용불가)",,0,,,,,
B067,소독,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B068,"속눈썹,머리등이 난다/채워진다",화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B069,"속눈썹,머리등이 풍성해지다/휑해지다",화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B070,속눈썹성장,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B071,속눈썹이 자라는,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B072,슬리밍(Slimming)/바디라인,화장품,1등급(사용금지),-,"(사용금지)
1.'슬리밍' 워딩의 경우 신체개선,체형변화를 지칭하는 키워드로서 사용하지 않는 것을 원칙으로 함.
다만, 제품명에 한하여 담당자의 판단 및 재량에 따라 *예외적기준을 적용 할 수도 있음 (제품명이 아닌 상세페이지 광고상에서는 예외적기준 적용불가)

2.'바디라인'케어/관리 등의 키워드도 신체개선,체형변화 관련 키워드로서 사용하지 않는 것을 원칙으로 함.
다만,'일시적 셀룰라이트완화','붓기완화' 등 바디관련 인체적용시험자료를 보유한 경우에 한하여
*예외적기준을 적용할 수도 있음.(가급적 보유한 인체적용시험 항목명 그대로 사용하는것을 권장하되 부득이한 경우)

*예외적기준 : 
전체적인 광고의 내용상 과도한 신체개선 관련내용 및 전후비교 이미지 사용 등이 없고 해당 키워드를 여러번 강조하여
사용하지 않았을 경우 심의담당자가 종합적으로 판단하여 결정함.(경영진 판단에 따라 예외기준운영을 결정하는 경우도 포함됨)",,0,,,,,
B073,심신피로,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B074,심신피로 회복,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B075,아토피,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B076,알레르기,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B077,양모,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B078,염증,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B079,유익균,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B080,"유익균의 균형(유지,보호)",화장품,1등급(사용금지),-,(사용금지),,3,2025-12-19 14:18:13,,,,
B081,유전자,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B082,유전자활성화,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B083,육모,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B084,이뇨,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B085,이완,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B086,이중턱(이중턱리프팅),화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B087,일시적악화(명현현상),화장품,1등급(사용금지),-,(사용금지)(일시적 악화 또는 명현현상(피부가 낫는과정에서 일시적으로 악화되는 현상)에 대한 내용은 사용불가),,0,,,,,
B088,자궁건강,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B089,재생,화장품,1등급(사용금지),-,(사용금지),,14,2025-12-22 11:06:29,,,,
B090,지방볼륨생성,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B091,지방축적억제,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B092,진통,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B093,질내 산도유지,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B094,질내세정,화장품,1등급(사용금지),-,(사용금지)(씻어내지 않고 질 내부에 삽입하여 사용하는 제품으로 인식될 소지가 있는 광고는 화장품의 범위를 벗어나는 광고사항으로 판단함),,0,,,,,
B095,"질병, 의학적증상 관련문구",화장품,1등급(사용금지),-,"(사용금지)(질병이나 의학적증상관련 키워드는 원칙적으로 모두 사용불가합니다.)(주요 금지키워드:치료,제거,박멸,뿌리뽑음,흉터..etc )",,0,,,,,
B096,질보습,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B097,질수축,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B098,"질염(예방,완화,치료..etc)",화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B099,찰과상,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B100,체중감량,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B101,체형개선,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B102,체형변화,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B103,치료,화장품,1등급(사용금지),-,(사용금지),,14,2025-12-22 11:06:29,,,,
B104,치유,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B105,코슈메티컬,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B106,쾌감,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B107,통증,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B108,통증경감,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B109,통증완화,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B110,"피부나이 n세 감소,어려짐",화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B111,피부독소,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B112,피부독소제거,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B113,피부염,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B114,피부재생,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B115,피부질환,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B116,피하지방,화장품,1등급(사용금지),-,"(사용금지)(지방세포증식,지방세포강화,지방분해,피하지방대사촉진 등 모두 사용불가)",,0,,,,,
B117,피하지방분해,화장품,1등급(사용금지),-,"(사용금지)(지방세포증식,지방세포강화,지방분해,피하지방대사촉진 등 모두 사용불가)",,0,,,,,
B118,필러(filler),화장품,1등급(사용금지),-,(사용금지),,37,2025-12-22 10:18:36,,,,
B119,항바이러스,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B120,항알레르기,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B121,항암,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B122,항염,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B123,항진균,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B124,해독,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B125,호르몬,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B126,호르몬 분비,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B127,화상치료,화장품,1등급(사용금지),-,(사용금지),,0,,,,,
B128,회복,화장품,1등급(사용금지),-,(사용금지),,14,2025-12-22 11:06:29,,,,
B129,V라인,화장품,2등급(대체키워드사용),페이스라인,-,-,0,,,,,
B130,근본적인 해결책,화장품,2등급(대체키워드사용),효과적인 해결책/뛰어난 해결책,-,-,0,,,,,
B131,노폐물,화장품,2등급(대체키워드사용),피부노폐물,-,-,0,,,,,
B132,뒤집어지고,화장품,2등급(대체키워드사용),예민해지고,-,-,0,,,,,
B133,디톡스,화장품,2등급(대체키워드사용),d-tox/d-toks,(좌측 대체키워드 사용가능하나 권장드리지는 않음),-,0,,,,,
B134,땀 발생,화장품,2등급(대체키워드사용),땀 케어,-,-,0,,,,,
B135,땀 억제,화장품,2등급(대체키워드사용),땀 케어,-,-,0,,,,,
B136,면역강화,화장품,2등급(대체키워드사용),피부장벽강화,(관련 인체적용시험 보유 時 대체키워드 사용가능),-,0,,,,,
B137,모발의 두께 증가,화장품,2등급(대체키워드사용),탈모증상완화,탈모증상완화 기능성제품에 한하여 대체키워드 사용가능,-,0,,,,,
B138,미생물층 밸런스강화,화장품,2등급(대체키워드사용),피부장벽강화,(관련 인체적용시험 보유 時 대체키워드 사용가능),-,0,,,,,
B139,박피,화장품,2등급(대체키워드사용),필링,-,-,0,,,,,
B140,붉음증,화장품,2등급(대체키워드사용),일시적 붉은기(완화),(관련 인체적용시험 보유 時 사용가능),인체적용시험결과서,0,,,,,
B141,브이라인,화장품,2등급(대체키워드사용),페이스라인,-,-,0,,,,,
B142,뾰루지,화장품,2등급(대체키워드사용),손상예방/손상보호,(*트러블 문구는 각주표기 후 대체키워드 사용가능)(ex_트러블: 모공 및 피지에 대한 피부고민),-,0,,,,,
B143,손상,화장품,2등급(대체키워드사용),손상예방/손상보호,-,-,0,,,,,
B144,손상복구,화장품,2등급(대체키워드사용),손상예방/손상보호,-,-,0,,,,,
B145,손상치료,화장품,2등급(대체키워드사용),손상예방/손상보호,-,-,0,,,,,
B146,손상회복,화장품,2등급(대체키워드사용),손상예방/손상보호,-,-,0,,,,,
B147,수술,화장품,2등급(대체키워드사용),관리/마사지/케어,-,-,0,,,,,
B148,시술,화장품,2등급(대체키워드사용),관리/마사지/케어,-,-,3,2025-12-15 11:25,,,,
B149,얼굴윤곽,화장품,2등급(대체키워드사용),페이스라인/페이스라인케어,-,-,0,,,,,
B150,얼굴크기,화장품,2등급(대체키워드사용),페이스라인/페이스라인케어,-,-,0,,,,,
B151,예방,화장품,2등급(대체키워드사용),케어/관리,-,-,0,,,,,
B152,완벽케어,화장품,2등급(대체키워드사용),케어/관리,-,-,0,,,,,
B153,완전히 삭제된다,화장품,2등급(대체키워드사용),긴급진정/응급진정,,-,3,2025-12-18 11:56:48,,,,
B154,완전히 제거된다,화장품,2등급(대체키워드사용),긴급진정/응급진정,-,-,0,,,,,
B155,유일,화장품,2등급(대체키워드사용),유니크한/특별한,-,-,0,,,,,
B156,윤곽개선,화장품,2등급(대체키워드사용),페이스라인/페이스라인케어,"(얼굴윤곽이 줄어든다,감소한다 등의 키워드는 사용불가함.)",-,0,,,,,
B157,임상,화장품,2등급(대체키워드사용),인체적용시험,-,-,22,2025-12-22 11:06:29,,,,
B158,좁쌀 피부,화장품,2등급(대체키워드사용),피부요철,-,-,0,,,,,
B159,지방연소,화장품,2등급(대체키워드사용),일시적 셀룰라이트 감소,(관련 인체적용시험 보유 時 사용가능),인체적용시험결과서,0,,,,,
B160,진피,화장품,2등급(대체키워드사용),피부/피부속케어,-,-,0,,,,,
B161,진피층,화장품,2등급(대체키워드사용),피부층,-,-,0,,,,,
B162,쫙펴,화장품,2등급(대체키워드사용),케어/관리,-,-,0,,,,,
B163,체내노폐물 제거(배출),화장품,2등급(대체키워드사용),피부노폐물케어,-,-,0,,,,,
B164,콜라겐합성(생성),화장품,2등급(대체키워드사용),콜라겐증가/콜라겐활성화,(관련 인체적용시험 보유 時 사용가능),기능성보고서,0,,,,,
B165,클리닉,화장품,2등급(대체키워드사용),피부관리샵/에스테틱,-,-,0,,,,,
B166,피부건강,화장품,2등급(대체키워드사용),피부컨디션,-,-,0,,,,,
B167,피부과,화장품,2등급(대체키워드사용),피부관리샵/에스테틱,-,-,0,,,,,
B168,피부물갈이/뒤집어짐 개선,화장품,2등급(대체키워드사용),피지개선/*트러블 완화,(관련 인체적용시험 보유 時 대체키워드 사용가능) (*트러블 문구는 각주표기 후 대체키워드 사용가능)(ex_트러블: 모공 및 피지에 대한 피부고민),인체적용시험결과서,0,,,,,
B169,혈액순환,화장품,2등급(대체키워드사용),피부혈행개선,(관련 인체적용시험 보유 時 대체키워드 사용가능),인체적용시험결과서,0,,,,,
B170,홍반,화장품,2등급(대체키워드사용),일시적 붉은기,(관련 인체적용시험 보유 時 대체키워드 사용가능),인체적용시험결과서,4,2025-12-18 11:56:56,,,,
B171,홍조/안면홍조,화장품,2등급(대체키워드사용),일시적 붉은기,(관련 인체적용시험 보유 時 대체키워드 사용가능),인체적용시험결과서,0,,,,,
B172,화농성,화장품,2등급(대체키워드사용),피부고민/*트러블,(*트러블 문구는 각주표기 후 대체키워드 사용가능)(ex_트러블: 모공 및 피지에 대한 피부고민),-,0,,,,,
B173,흔적,화장품,2등급(대체키워드사용),스팟,-,-,0,,,,,
B174,흔적완화,화장품,2등급(대체키워드사용),스팟케어,-,-,0,,,,,
B175,흔적제거,화장품,2등급(대체키워드사용),스팟케어,-,-,0,,,,,
B176,EWG,화장품,3등급(조건부사용),-,"(EWG등급은 ""등급확인일자"" 각주로 표기후에 사용가능하나 이를 근거로 ""EWG인증,보증,공인"" 등의 표현으로는 사용불가",수상/인증관련 증빙자료,0,,,,,
B177,FDA인증,화장품,3등급(조건부사용),-,"(조건부사용가능)(화장품 표시·광고를 위한 인증·보증기관의 신뢰성 인정에 관한 규정)에 따라 권한을 받은 기관에서 받은인증·보증의 경우 표시·광고할 수 있도록 하고 있음. 단, FDA의약품 등록등 의약품 오인성 광고는 불가)",수상/인증관련 증빙자료,0,,,,,
B178,free,화장품,3등급(조건부사용),-,(무첨가 또는 무함유 사실 증빙가능 時 사용가능),시험성적서,0,,,,,
B179,natural,화장품,3등급(조건부사용),-,"(""자연""의 의미로는 사용가능하나 ""천연,천연유래"" 등의 의미로 사용시 별도증빙 필요)",실증자료제출,0,,,,,
B180,niddle,화장품,3등급(조건부사용),"스피큘,돌기,미세제형","(조건부허용)(허용표현 : 니들,마이크로니들,미세침,미세바늘,niddle,스피큘)

1. 미세침,바늘,니들,스피큘 등의 키워드는 원칙적으로 화장품법상 금지되는 키워드에
 해당하여 가급적 대체키워드 사용을 권장함
2. 그러나, 당사의 여러가지 여건을 고려할 때 하기 단서조항의 기준 충족 時 
해당키워드를 조건부허용하기로 함.

<단서조항>
1) 니들,미세침 등의 형태는 피부에 바른 후 녹아서 흡수되는 형태의 제형 또는 제품이어야 함.
(물리적 상처를 내거나 주입하는 제품은 불가)
2) 니들,미세침 관련 내용을 소구 할 때 ""녹지않고 침투한다,끝까지 침투한다,깊이 박힌다,시술(수술),주사
 등의 효과와 유사 또는 동일하다 등과 같은 내용은 제외할 것.
3) 가급적 ""피부에 (녹아서)~모공(피부)에 잘 흡수된다,~전달된다"" 와 같은 컨셉으로 광고를 구성할 것.",,0,,,,,
B181,organic,화장품,3등급(조건부사용),-,(유기농원료인증 또는 제품인증 소명 時 사용가능),수상/인증관련 증빙자료,0,,,,,
B182,spf,화장품,3등급(조건부사용),-,(자외선차단기능성화장품 한정사용),기능성보고서,0,,,,,
B183,volume/볼륨생성,화장품,3등급(조건부사용),리프팅/탄력개선,(관련 인체적용시험 보유 時 대체키워드 사용가능),인체적용시험결과서,0,,,,,
B184,whitening,화장품,3등급(조건부사용),-,(미백기능성화장품 한정사용),기능성보고서,0,,,,,
B185,wrinkle,화장품,3등급(조건부사용),-,(주름개선기능성화장품 한정사용),기능성보고서,0,,,,,
B186,가려움,화장품,3등급(조건부사용),피부건조로인한 가려움,"(보습제품에서는 보습관련 시험증빙자료 보유시 '피부건조로 인한 가려움개선""으로 사용가능하며, 그외에는 관련 기능성자료 증빙 후 사용가능)",인체적용시험결과서,0,,,,,
B187,가려움개선,화장품,3등급(조건부사용),피부건조로인한 가려움,"(보습제품에서는 보습관련 시험증빙자료 보유시 '피부건조로 인한 가려움개선""으로 사용가능하며, 그외에는 관련 기능성자료 증빙 후 사용가능)",인체적용시험결과서,0,,,,,
B188,가려움완화,화장품,3등급(조건부사용),피부건조로인한 가려움,"(보습제품에서는 보습관련 시험증빙자료 보유시 '피부건조로 인한 가려움개선""으로 사용가능하며, 그외에는 관련 기능성자료 증빙 후 사용가능)",인체적용시험결과서,0,,,,,
B189,가려움진정,화장품,3등급(조건부사용),피부건조로인한 가려움,"(보습제품에서는 보습관련 시험증빙자료 보유시 '피부건조로 인한 가려움개선""으로 사용가능하며, 그외에는 관련 기능성자료 증빙 후 사용가능)",인체적용시험결과서,0,,,,,
B190,가슴피부탄력,화장품,3등급(조건부사용),리프팅/주름/탄력개선,(관련 인체적용시험 보유 時 대체키워드 사용가능),인체적용시험결과서,0,,,,,
B191,고함량,화장품,3등급(조건부사용),-,(당사 자체기준: 전성분대비 50%이상 함유 사실 증빙 시 사용가능),제품성분표(전성분),0,,,,,
B192,과색소침착,화장품,3등급(조건부사용),칙칙한/*색소침착/*거뭇거뭇한,칙칙한(일반화장품도 대체사용가능) *색소침착/*거뭇거뭇(미백기능성화장품 한정 대체사용가능),기능성보고서,0,,,,,
B193,관절,화장품,3등급(조건부사용),-,"(관절문구는 다음의 의미로 사용되지 않도록 각별히 주의)(관절, 림프선 등 피부 이외 신체 특정 부위에 사용하여 의학적 효능, 효과 표방 불가)",,0,,,,,
B194,급속(신속)진정,화장품,3등급(조건부사용),-,"(일시적허용 中: 속효성 표현은 원칙적으로 사용불가하나 적발사례 발생전까지는 하용하기로 함)(단,심리/정신적 진정을 의미하는 경우는 사용불가)",,0,,,,,
B195,기능성,화장품,3등급(조건부사용),-,(기능성화장품 한정사용 가능),기능성보고서,0,,,,,
B196,기능성보고,화장품,3등급(조건부사용),-,(기능성화장품 한정사용 가능),기능성보고서,0,,,,,
B197,기능성심사,화장품,3등급(조건부사용),-,(기능성화장품 한정사용 가능),기능성보고서,0,,,,,
B198,기능성인증,화장품,3등급(조건부사용),기능성심사/기능성보고,(기능성화장품 한정 대체키워드 사용가능),기능성보고서,0,,,,,
B199,기능성화장품,화장품,3등급(조건부사용),-,(기능성화장품 한정사용 가능),기능성보고서,0,,,,,
B200,기미/주근깨(완화),화장품,3등급(조건부사용),-,(미백기능성화장품 한정사용),기능성보고서,0,,,,,
B201,기미지우개,화장품,3등급(조건부사용),기미클리어/기미해결템,(미백기능성화장품 한정 대체키워드 사용가능),기능성보고서,12,2025-12-18 11:56:48,,,,
B202,나이아신아마이드,화장품,3등급(조건부사용),-,"(단순 원료함유사실은 광고가능하나, 미백관련내용으로 광고시 별도의 기능성증빙 후 사용가능)",기능성보고서,0,,,,,
B203,냄새제거,화장품,3등급(조건부사용),냄새케어,"(냄새제거 키워드 자체가 금지되는 것은 아니나, 의약외품 액취방지제 효능효과와 유사하여 사용하지 않는것을 권장함)(단,냄새제거관련 시험자료가 있는 경우라면 개별검토 가능)",,0,,,,,
B204,노화방지,화장품,3등급(조건부사용),피부노화완화/항노화/안티에이징,(관련 인체적용시험 소명 時 대체키워드 사용가능),인체적용시험결과서,0,,,,,
B205,노화예방,화장품,3등급(조건부사용),피부노화완화/항노화/안티에이징,(관련 인체적용시험 소명 時 대체키워드 사용가능),인체적용시험결과서,0,,,,,
B206,눈밑살,화장품,3등급(조건부사용),(우측 세부심의기준 참고),"(일시적허용 中 : 적발이슈 발생전까지 사용가능)(인체적용시험 보유 時 사용가능한 대체키워드: 처진 눈밑, 볼록 처진 눈밑, 눈밑 아이백, 눈밑고랑, 눈밑을 팽팽하게/탄력있게, 눈밑볼륨, 눈밑언덕, 눈밑덩어리)",인체적용시험결과서,0,,,,,
B207,눈밑지,화장품,3등급(조건부사용),(우측 세부심의기준 참고),"(일시적허용 中 : 적발이슈 발생전까지 사용가능)(인체적용시험 보유 時 사용가능한 대체키워드: 처진 눈밑, 볼록 처진 눈밑, 눈밑 아이백, 눈밑고랑, 눈밑을 팽팽하게/탄력있게, 눈밑볼륨, 눈밑언덕, 눈밑덩어리)",인체적용시험결과서,0,,,,,
B208,눈밑지방,화장품,3등급(조건부사용),(우측 세부심의기준 참고),"(일시적허용 中 : 적발이슈 발생전까지 사용가능)(인체적용시험 보유 時 사용가능한 대체키워드: 처진 눈밑, 볼록 처진 눈밑, 눈밑 아이백, 눈밑고랑, 눈밑을 팽팽하게/탄력있게, 눈밑볼륨, 눈밑언덕, 눈밑덩어리)",인체적용시험결과서,0,,,,,
B209,니들,화장품,3등급(조건부사용),스피큘/돌기/미세제형,"(조건부허용)(허용표현 : 니들,마이크로니들,미세침,미세바늘,niddle,스피큘)

1. 미세침,바늘,니들,스피큘 등의 키워드는 원칙적으로 화장품법상 금지되는 키워드에
 해당하여 가급적 대체키워드 사용을 권장함
2. 그러나, 당사의 여러가지 여건을 고려할 때 하기 단서조항의 기준 충족 時 
해당키워드를 조건부허용하기로 함.

<단서조항>
1) 니들,미세침 등의 형태는 피부에 바른 후 녹아서 흡수되는 형태의 제형 또는 제품이어야 함.
(물리적 상처를 내거나 주입하는 제품은 불가)
2) 니들,미세침 관련 내용을 소구 할 때 ""녹지않고 침투한다,끝까지 침투한다,깊이 박힌다,시술(수술),주사
 등의 효과와 유사 또는 동일하다 등과 같은 내용은 제외할 것.
3) 가급적 ""피부에 (녹아서)~모공(피부)에 잘 흡수된다,~전달된다"" 와 같은 컨셉으로 광고를 구성할 것.",-,0,,,,,
B210,다크서클(다크써클)완화,화장품,3등급(조건부사용),-,(관련 인체적용시험 보유 時 사용가능),인체적용시험결과서,0,,,,,
B211,닭살(피부),화장품,3등급(조건부사용),-,"(사용가능)(다음의 키워드는 적발사례 발생전까지 사용하기로 기준을 통일하였음 : 닭살피부,꼬꼬피부,거칠어진피부,까칠한피부,오돌토돌한 피부,인그로운,피부요철)",,10,2025-12-19 14:18:13,,,,
B212,리페어(repair),화장품,3등급(조건부사용),-,"(일시적허용 中 : 치료,회복등의 의미를 내포하고 있으나 적발이슈 발생전까지 사용하기로 함)",,0,,,,,
B213,리프팅,화장품,3등급(조건부사용),-,(주름개선 기능성화장품 또는 관련 인체적용시험 보유 時 사용가능),기능성보고서,0,,,,,
B214,링클,화장품,3등급(조건부사용),-,(주름개선기능성화장품 한정사용),기능성보고서,0,,,,,
B215,멜라닌,화장품,3등급(조건부사용),-,(미백기능성화장품 한정사용),기능성보고서,0,,,,,
B216,멜라닌색소,화장품,3등급(조건부사용),-,(미백기능성화장품 한정사용),기능성보고서,0,,,,,
